source,source_id,name,category,subcategory,description_short,description_full,website,phone,email,facebook,other_contact,full_address,postcode,city,region,local_authority,service_area,days_open,opening_hours,appointment_needed,response_time,cost_type,specific_cost,insurance_accepted,financial_assistance,age_range,conditions_supported,referral_required,diagnosis_required,specific_services,physical_access,communication_access,sensory_friendly,organization_type,neurodivergent_led,cqc_rating,status,last_verified,verified_by,data_source,internal_notes,latitude,longitude,coordinates,content
lag_map,,"Harrow Parents 4 Disabled Children
Parent Carer Forum",Unknown Category,,,"http://harrowparents4disabledchildren.org
Harrow Parents 4 Disabled Children
c/o Kids Can Achieve
Cedars Hall
Chicheley Road
Harrow Weald
HA3 6QH
Email: info@harrowparents4disabledchildren.org
olivia@harrowparents4disabledchildren.org
Tel:  07928 577689
(please leave us a message)",https://harrowparents4disabledchildren.org,,,,,Harrow Parents 4 Disabled Children(HP4DC) is a parent forum made up of a group of parents of disabled children. We represent the voices of families of disabled children from birth to 25 years living in the London Borough of Harrow.,HA3 6QH,London,England - London,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6079267,-0.352797799999962,"-0.352797799999962,51.6079267,0","Harrow Parents 4 Disabled Children(HP4DC) is a parent forum made up of a group of parents of disabled children. We represent the voices of families of disabled children from birth to 25 years living in the London Borough of Harrow. 

http://harrowparents4disabledchildren.org

Harrow Parents 4 Disabled Children
c/o Kids Can Achieve
Cedars Hall
Chicheley Road
Harrow Weald
HA3 6QH

Email: info@harrowparents4disabledchildren.org

olivia@harrowparents4disabledchildren.org

Tel:  07928 577689
(please leave us a message)"
lag_map,,"Hart and Rushmoor Surrey
Mustard Seed Autism Trust",Autism Friendly Entertainment,,,"Our service is free and aimed at families with children who have been diagnosed with autism.
Families First
Supporting families in the home with social, communication, emotional, and behaviour issues through practical support, modelling, training and advice
Ready Steady Go group
6 sessions implementing the Attention Autism Approach with a small group of children and their parents
Play Therapy
1-1 sessions with a qualified Play Therapist
The Chill Out Zone
A 6 week course teaching practical strategies to help manage anxiety
Sibling Support Group - ""The Funtastic Fun Club""
Once a month activity group for siblings of children with autism
Sensory Therapy
By a Paediatric Occupational Therapist, either in the home or at a local venue using specialist equipment
Referral Criteria
We accept children aged between 3 and 11 who live within Hart and Rushmoor, including the borders of Surrey, up to a 10 mile radius of Farnborough.
We take referrals directly from parents.
Address:
Frimhurst Family House
ATD Fourth World
Guildford Road,
Frimley Green,
Surrey
GU16 6NU
Website: http://www.mustardseedautism.co.uk/
Phone: 07980 636413
E-mail: Info@mustardseedautism.co.uk",https://mustardseedautism.co.uk,,,,,"Mustard Seed Autism Trust is a small local organisation, based in Rushmoor and Hart, that offers an holistic approach in dealing with the complex needs of families living with autism.",GU16 6NU,that offers an holistic approach in dealing with the complex needs of families living with autism.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3017334,-0.716942199999949,"-0.716942199999949,51.3017334,0","Mustard Seed Autism Trust is a small local organisation, based in Rushmoor and Hart, that offers an holistic approach in dealing with the complex needs of families living with autism.
Our service is free and aimed at families with children who have been diagnosed with autism.

Families First
Supporting families in the home with social, communication, emotional, and behaviour issues through practical support, modelling, training and advice

Ready Steady Go group
6 sessions implementing the Attention Autism Approach with a small group of children and their parents

Play Therapy
1-1 sessions with a qualified Play Therapist

The Chill Out Zone
A 6 week course teaching practical strategies to help manage anxiety

Sibling Support Group - ""The Funtastic Fun Club""
Once a month activity group for siblings of children with autism

Sensory Therapy
By a Paediatric Occupational Therapist, either in the home or at a local venue using specialist equipment

Referral Criteria
We accept children aged between 3 and 11 who live within Hart and Rushmoor, including the borders of Surrey, up to a 10 mile radius of Farnborough.

We take referrals directly from parents.

Address:
Frimhurst Family House
ATD Fourth World
Guildford Road,
Frimley Green,
Surrey
GU16 6NU
 
Website: http://www.mustardseedautism.co.uk/
Phone: 07980 636413
E-mail: Info@mustardseedautism.co.uk"
lag_map,,Hatfield- ADD-vance,Unknown Category,,,"Who we are and what we do?
Both these disorders make it difficult for children to succeed in school because of the resulting anxiety and behaviour difficulties. Parents often struggle with the challenging behaviour at home and can find that usual discipline methods are ineffective.
This is where we come in:
At ADD-vance we listen.
At ADD-vance we are non-judgmental.
At ADD-vance we give strategies, support and information.
At ADD-vance we provide a confidential, safe and friendly atmosphere where parents can speak freely (often for the first time) about their child/family issues.
At ADD-vance we give space for emotions.
CONTACT US
HELPLINE: 01727 833963
E-MAIL:herts@add-vance.org
ADD-vance
Foundation House
2-4 Forum Place
Fiddlebridge Lane
Hatfield
Hertfordshire, UK
AL10 0RN",,,,,,"ADD-vance is a registered charity set up in Hertfordshire in 1996 to support and empower adults, children and families with Autism, Attention Deficit Hyperactivity Disorder (ADHD) and related conditions in Hertfordshire.",AL10 0RN,Attention Deficit Hyperactivity Disorder (ADHD) and related conditions in Hertfordshire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7630416,-0.233445899999992,"-0.233445899999992,51.7630416,0","Who we are and what we do?
ADD-vance is a registered charity set up in Hertfordshire in 1996 to support and empower adults, children and families with Autism, Attention Deficit Hyperactivity Disorder (ADHD) and related conditions in Hertfordshire.
Both these disorders make it difficult for children to succeed in school because of the resulting anxiety and behaviour difficulties. Parents often struggle with the challenging behaviour at home and can find that usual discipline methods are ineffective.
This is where we come in:
At ADD-vance we listen.
At ADD-vance we are non-judgmental.
At ADD-vance we give strategies, support and information.
At ADD-vance we provide a confidential, safe and friendly atmosphere where parents can speak freely (often for the first time) about their child/family issues.
At ADD-vance we give space for emotions.

CONTACT US
HELPLINE: 01727 833963
E-MAIL:herts@add-vance.org

ADD-vance
Foundation House
2-4 Forum Place
Fiddlebridge Lane
Hatfield
Hertfordshire, UK
AL10 0RN"
lag_map,,Havering- Add & Up,Unknown Category,,,"Tel Daytime: 01708 454 040
http://www.addup.co.uk
A support and action group for parents of children with ADHD in Havering, Barking & Dagenham and surrounding areas. Services include parenting courses, holiday activities for children and much more.",https://addup.co.uk,,,,,E-mail: addup@addup.co.uk,,E-mail: addup@addup.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5652305,0.21831659999998,"0.21831659999998,51.5652305,0","E-mail: addup@addup.co.uk
Tel Daytime: 01708 454 040

http://www.addup.co.uk     

A support and action group for parents of children with ADHD in Havering, Barking & Dagenham and surrounding areas. Services include parenting courses, holiday activities for children and much more."
lag_map,,"Havering- Positive Parents 
Parent Carer Forum",Unknown Category,,,"We act as the link between parent carers and service providers such as the Local Authority, Clinical Commissioning Group and BHRUT encouraging them to work together in a co-productive way to ensure that services work in the best way for our families. We also provide a liaison point for statutory and voluntary agencies.
https://www.positiveparentshavering.org.uk
Positive Parents
First Step Building,
Tangmere Crescent,
Hornchurch, RM12 5PP
07858 406933 / 01708 524627
email: info@positiveparentshavering.org.uk",https://positiveparentshavering.org.uk,,,,,Positive Parents is the strategic consultative body within Havering representing families of children with special educational needs and disabilities.,RM12 5PP,Positive Parents is the strategic consultative body within Havering representing families of children with special educational needs and disabilities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5411883,0.203749399999992,"0.203749399999992,51.5411883,0","Positive Parents is the strategic consultative body within Havering representing families of children with special educational needs and disabilities.

We act as the link between parent carers and service providers such as the Local Authority, Clinical Commissioning Group and BHRUT encouraging them to work together in a co-productive way to ensure that services work in the best way for our families. We also provide a liaison point for statutory and voluntary agencies.

https://www.positiveparentshavering.org.uk

Positive Parents
First Step Building, 
Tangmere Crescent, 
Hornchurch, RM12 5PP

07858 406933 / 01708 524627

email: info@positiveparentshavering.org.uk"
lag_map,,Havering Junior Phab Club,Unknown Category,,,"Bretons Community Hall, Bretons Farm, 411 Rainham Road, Rainham, Essex RM13 7LP
Nicola Disley
Tel: 07919 350 554
http://phab.org.uk/",https://phab.org.uk,,,,,Havering Junior Phab Club,RM13 7LP,Havering Junior Phab Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5422561,0.186091000000033,"0.186091000000033,51.5422561,0","Havering Junior Phab Club
Bretons Community Hall, Bretons Farm, 411 Rainham Road, Rainham, Essex RM13 7LP

Nicola Disley
Tel: 07919 350 554

http://phab.org.uk/"
lag_map,,HACS (Hillingdon Autistic Care & Support),National Autistic Society Branches,,,"Tel Daytime: 020 8606 6780
Website
http://www.hacs.org.uk
Internal Comments
We are a group for parents and carers of children who are on the Autism Spectrum. We meet monthly and organise workshops for parents, carers and professionals.",https://hacs.org.uk,,,,,E-mail: enquiries@hacs.org.uk,,E-mail: enquiries@hacs.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4971103,-0.43650690000004,"-0.43650690000004,51.4971103,0","E-mail: enquiries@hacs.org.uk
Tel Daytime: 020 8606 6780
Website
http://www.hacs.org.uk  
Internal Comments
We are a group for parents and carers of children who are on the Autism Spectrum. We meet monthly and organise workshops for parents, carers and professionals."
lag_map,,Accuro (Care Services) Harlow West Essex,Employment and Skills Services,,,"Tel Daytime: 01279 433 117
http://www.accuro.org.uk/index.php
Offers support throughout West Essex to people of all ages with a disability and provides short breaks for their families and carers. Services include a sitting service and parenting support such as support groups, home visits, drop-ins and parenting programmes/workshops.",https://accuro.org.uk/index.php,,,,,E-mail: enquiries@accuro.org.uk,,E-mail: enquiries@accuro.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7478812,0.150675200000023,"0.150675200000023,51.7478812,0","E-mail: enquiries@accuro.org.uk
Tel Daytime: 01279 433 117

http://www.accuro.org.uk/index.php  

Offers support throughout West Essex to people of all ages with a disability and provides short breaks for their families and carers. Services include a sitting service and parenting support such as support groups, home visits, drop-ins and parenting programmes/workshops."
lag_map,,Heathrow Special Needs Centre,Special Interests and Hobbies,,,"We provide an environment in which people with special needs and disabilities of all ages can develop and grow in confidence, by working with and being in contact with animals.
Heathrow Special Needs Centre,
Bath Road,
Longford, Middlesex,
UB7 0EF
Telephone: 01753 680330
email: specialneedsfarm.heathrow@virgin.net
http://www.heathrowspecialneedscentre.org/",https://heathrowspecialneedscentre.org,,,,,"Activities include horse riding, animal care and welfare, and gardening.",UB7 0EF,and gardening.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.480143,-0.493466000000012,"-0.493466000000012,51.480143,0","We provide an environment in which people with special needs and disabilities of all ages can develop and grow in confidence, by working with and being in contact with animals.

Activities include horse riding, animal care and welfare, and gardening.

Heathrow Special Needs Centre, 
Bath Road, 
Longford, Middlesex, 
UB7 0EF

Telephone: 01753 680330
email: specialneedsfarm.heathrow@virgin.net
http://www.heathrowspecialneedscentre.org/"
lag_map,,Hemel Hempstead –Families in Focus Parent Network support & information group,Local Support Services and Groups,,,"South Hill Centre,
Cemetery Hill,
Hemel Hempstead.
Tel: 01442 219 720
http://www.familiesinfocus.co.uk/
Support Groups for parents caring for children with Autism, ADHD, PDA, Cerebral Palsy, Downs Syndrome, learning difficulties, additional needs and or chronic illness
Provides regular, free networks for parent carers to share experiences, build local community support and reduce isolation.
Bringing parents together to share knowledge and learning to build parental resilience and enhance family life in focused sessions
Training parents to become hosts and facilitate Parent Networks from 2017 with continued support from Families in Focus CIC.",https://familiesinfocus.co.uk,,,,,HP1 1JF,HP1 1JF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7509872,-0.477273100000048,"-0.477273100000048,51.7509872,0","South Hill Centre, 
Cemetery Hill, 
Hemel Hempstead. 
HP1 1JF
Tel: 01442 219 720
http://www.familiesinfocus.co.uk/

Support Groups for parents caring for children with Autism, ADHD, PDA, Cerebral Palsy, Downs Syndrome, learning difficulties, additional needs and or chronic illness

Provides regular, free networks for parent carers to share experiences, build local community support and reduce isolation.
Bringing parents together to share knowledge and learning to build parental resilience and enhance family life in focused sessions
Training parents to become hosts and facilitate Parent Networks from 2017 with continued support from Families in Focus CIC."
lag_map,,Hemel Hempstead- The Snow Centre,Unknown Category,,,"Through our integrated approach, students are supported to develop their skiing and snowboarding ability and engage in purposeful activities relevant to enhancing their social, emotional and communication skills, whilst improving interaction, fitness and motor skills.
http://www.thesnowcentre.com/snowbility
St Albans Hill, Hemel Hempstead HP3 9NH, UK
+44 344 770 7227",https://thesnowcentre.com/snowbility,,,,,"Snowbility is an organisation that specializes in helping individuals with additional needs and rehabilitation challenges to access snow sports and in particular skiing and snowboarding. Our students often have a range of complex developmental, physical, psychological and mental health needs, including learning disabilities, autism, dyspraxia and deafness.",HP3 9NH,dyspraxia and deafness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7457241,-0.45892559999993,"-0.45892559999993,51.7457241,0","Snowbility is an organisation that specializes in helping individuals with additional needs and rehabilitation challenges to access snow sports and in particular skiing and snowboarding. Our students often have a range of complex developmental, physical, psychological and mental health needs, including learning disabilities, autism, dyspraxia and deafness.

Through our integrated approach, students are supported to develop their skiing and snowboarding ability and engage in purposeful activities relevant to enhancing their social, emotional and communication skills, whilst improving interaction, fitness and motor skills.

http://www.thesnowcentre.com/snowbility

St Albans Hill, Hemel Hempstead HP3 9NH, UK

+44 344 770 7227"
lag_map,,Herts Parent Carer Forum,Unknown Category,,,"So if you are a parent or carer of a child or young person with SEND aged 0 – 25 years then join us – our strength is in our numbers.
http://www.hertsparentcarers.org.uk
HPCI,
PO BOX 540,
Welwyn Garden City,
Herts, AL7 9LD
Tel: 07840 360245
email: admin@hertsparentcarers.org.uk",https://hertsparentcarers.org.uk,,,,,HPCI is the parent carer forum for Hertfordshire and part of a national network of parent carer forums. We are an independent parent carer led organisation with a network of parent carers from all over Hertfordshire. We aim to improve services for our families by working alongside those providing services for children and young people with SEND (Special educational needs and disabilities),AL7 9LD,HPCI is the parent carer forum for Hertfordshire and part of a national network of parent carer forums. We are an independent parent carer led organisation with a network of parent carers from all over Hertfordshire. We aim to improve services for our families by working alongside those providing services for children and young people with SEND (Special educational needs and disabilities),,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8044822,-0.195898299999953,"-0.195898299999953,51.8044822,0","HPCI is the parent carer forum for Hertfordshire and part of a national network of parent carer forums. We are an independent parent carer led organisation with a network of parent carers from all over Hertfordshire. We aim to improve services for our families by working alongside those providing services for children and young people with SEND (Special educational needs and disabilities)

So if you are a parent or carer of a child or young person with SEND aged 0 – 25 years then join us – our strength is in our numbers.

http://www.hertsparentcarers.org.uk

HPCI, 
PO BOX 540, 
Welwyn Garden City, 
Herts, AL7 9LD

Tel: 07840 360245

email: admin@hertsparentcarers.org.uk"
lag_map,,Highgate- Nordoff Robbins Music Therapy Centre,Unknown Category,,,"We deliver a range of different sessions for children and adults of all ages in our centres and units, from one to one music therapy to specialised music lessons and groups of different sizes and formats. We accept referrals and self-referrals from people of all ages with a wide range of needs and abilities.
Contact
2 Lissenden Gardens,
Highgate,
London NW5 1PQ
www.nordoff-robbins.org.uk
Tel: +44 20 7267 4496
https://www.nordoff-robbins.org.uk/
Opening times (by appointment only)
Weekdays: 08.30 – 17.30
Saturdays: 08.45 – 16.30",https://nordoff-robbins.org.uk,,,,,Every music therapy session at Nordoff Robbins is different because every person is different.,NW5 1PQ,Every music therapy session at Nordoff Robbins is different because every person is different.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5571771,-0.14812459999996,"-0.14812459999996,51.5571771,0","Every music therapy session at Nordoff Robbins is different because every person is different.

We deliver a range of different sessions for children and adults of all ages in our centres and units, from one to one music therapy to specialised music lessons and groups of different sizes and formats. We accept referrals and self-referrals from people of all ages with a wide range of needs and abilities.

Contact
2 Lissenden Gardens, 
Highgate, 
London NW5 1PQ
www.nordoff-robbins.org.uk
Tel: +44 20 7267 4496
https://www.nordoff-robbins.org.uk/

Opening times (by appointment only)

Weekdays: 08.30 – 17.30

Saturdays: 08.45 – 16.30"
lag_map,,"High Wycombe 
The Spectrum Club
East Side Youth Centre,
The Highcrest Academy",Unknown Category,,,"The Spectrum Club is a social youth club aimed at young people with Aspergers and HFA.
It runs alternate Saturdays at East Side Youth Centre, Highcrest Academy, High Wycombe.
11-14 year olds 2-4pm, 14-21 year olds 4-6pm.
For more info contact Mark Wengler – mawengler@aol.com",,,,,,Social Club for young people with Aspergers and High functioning autism.,,Social Club for young people with Aspergers and High functioning autism.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6292239,-0.725625900000068,"-0.725625900000068,51.6292239,0","Social Club for young people with Aspergers and High functioning autism.
The Spectrum Club is a social youth club aimed at young people with Aspergers and HFA.
It runs alternate Saturdays at East Side Youth Centre, Highcrest Academy, High Wycombe.
11-14 year olds 2-4pm, 14-21 year olds 4-6pm.
For more info contact Mark Wengler – mawengler@aol.com"
lag_map,,Hillingdon- Centre for ADHD & Autism Support,Local Support Services and Groups,,,"Centre for ADHD & Autism Support
Eastcote, HA4 9XA
E-mail: enquiries@adhdandautism.org
Tel Daytime:0208 429 1552
www.adhdandautism.org
CAAS supports individuals with ADHD or autism, their families and the community. We provide information, training, practical help and support in the London Boroughs of Harrow, Hillingdon, Ealing and Brent and parts of Hertfordshire.",,,,,,"269 Field End Road,",HA4 9XA,269 Field End Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5752642,-0.3961918,"-0.3961918,51.5752642,0","Centre for ADHD & Autism Support 

269 Field End Road, 
Eastcote, HA4 9XA

E-mail: enquiries@adhdandautism.org
Tel Daytime:0208 429 1552

www.adhdandautism.org 

CAAS supports individuals with ADHD or autism, their families and the community. We provide information, training, practical help and support in the London Boroughs of Harrow, Hillingdon, Ealing and Brent and parts of Hertfordshire."
lag_map,,Hillingdon Dads Drop In Centre,Unknown Category,,,"Twitter: https://twitter.com/hillingdondads
Address:
MENCAP Hillingdon South
Moorcroft Complex,
Harlington Rd,
Uxbridge UB8 3HD",https://twitter.com/hillingdondads,,,,,A Charity of DADS caring for children with disabilities and or SEN giving support to other families caring for children with disabilities and or SEN in the UK,UB8 3HD,A Charity of DADS caring for children with disabilities and or SEN giving support to other families caring for children with disabilities and or SEN in the UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5234684,-0.449528999999984,"-0.449528999999984,51.5234684,0","A Charity of DADS caring for children with disabilities and or SEN giving support to other families caring for children with disabilities and or SEN in the UK

Twitter: https://twitter.com/hillingdondads

Address: 
MENCAP Hillingdon South 
Moorcroft Complex, 
Harlington Rd, 
Uxbridge UB8 3HD"
lag_map,,"Hillingdon 
Harefield Children's Centre
Stay & Play",Special Needs Play Centres,,,"Happy Hedgehogs
Stay & Play
(on Wednesdays)
For Children with Additional Needs
(A drop in stay & play session for children with additional needs 0-5 years)
1.30pm - 2.30pm
Starting 11th January 2017
Harefield Children's Centre,
UB9 6BT.
Tel: 01895 671982
Email - harefieldcc@hillingdon.gov.uk
http://www.harefieldchildrenscentre.co.uk/",https://harefieldchildrenscentre.co.uk,,,,,"High Street, Harefield,",UB9 6BT,Harefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6030289,-0.483122699999967,"-0.483122699999967,51.6030289,0","Happy Hedgehogs 
Stay & Play 
(on Wednesdays)
For Children with Additional Needs
(A drop in stay & play session for children with additional needs 0-5 years)

1.30pm - 2.30pm
Starting 11th January 2017
 
Harefield Children's Centre, 
High Street, Harefield,
 UB9 6BT. 

Tel: 01895 671982 

Email - harefieldcc@hillingdon.gov.uk

http://www.harefieldchildrenscentre.co.uk/"
lag_map,,Hillingdon North Mencap,Unknown Category,,,"The Wren Centre
Queens Walk
RUISLIP
HA4 0LR
United Kingdom
tel:01923 823085
https://www.mencap.org.uk/group/110
Our support begins with you
Whether you are looking to find your first paid job, move into your own place, find leisure activities in your local area, or you need advice on an issue that's important to you, we can help.
If you have a learning disability and want to know how we can support you, you can find out more about the services we offer by looking through the easy read guides in each area of this section.
If you are a parent, family member or carer to someone with a learning disability, browse our topics to see how we can support your loved one with services that put them first.",https://mencap.org.uk/group/110,,,,,London,HA4 0LR,London,England - London,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5596057,-0.390595599999983,"-0.390595599999983,51.5596057,0","The Wren Centre
Queens Walk
RUISLIP
London
HA4 0LR
United Kingdom

tel:01923 823085

https://www.mencap.org.uk/group/110

Our support begins with you
Whether you are looking to find your first paid job, move into your own place, find leisure activities in your local area, or you need advice on an issue that's important to you, we can help.
If you have a learning disability and want to know how we can support you, you can find out more about the services we offer by looking through the easy read guides in each area of this section. 
If you are a parent, family member or carer to someone with a learning disability, browse our topics to see how we can support your loved one with services that put them first."
lag_map,,Hillingdon Parent Carer Forum,Unknown Category,,,"We aim to represent the views of parents and carers in discussions with the local authority and, through this, to influence the way local services are delivered. We will inform the local authority of occasions when the experience of practice does not match current policy. We also want to play a more active part in service design and development by ensuring that the needs and wishes of our children and families are heard, and placed at the centre of these processes.
http://hillingdonpcf.com
Tel: 07783 579 678
email: hillingdonpcf@gmail.com",https://hillingdonpcf.com,,,,,"We are a group of parents and carers of children and young people with learning difficulties, disabilities or additional needs, based in the London Borough of Hillingdon.",,London,England - London,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5351832,-0.44813780000004,"-0.44813780000004,51.5351832,0","We are a group of parents and carers of children and young people with learning difficulties, disabilities or additional needs, based in the London Borough of Hillingdon.
We aim to represent the views of parents and carers in discussions with the local authority and, through this, to influence the way local services are delivered. We will inform the local authority of occasions when the experience of practice does not match current policy. We also want to play a more active part in service design and development by ensuring that the needs and wishes of our children and families are heard, and placed at the centre of these processes.

http://hillingdonpcf.com

Tel: 07783 579 678

email: hillingdonpcf@gmail.com"
lag_map,,Hounslow ASD Support Group,Local Support Services and Groups,,,"Contact details
Contact:Anna Seigal, Jo Newbolt or Katie Stockford
Email:sally.billenness@blueyonder.co.uk
Telephone:0208 630 3237
Website:visit website
Overview:
The Helping HANDZ Monthly Surgeries are a great opportunity for carers and parents to find out more about Special Educational Needs procedures in Hounslow; as well as attend a second free topic-based workshop by a local professional.",,,,,,"Hounslow CAMHS, Heart of Houslow Centre For Health, 93 Bath Road, Hounslow, Middlesex, TW3 3EL",TW3 3EL,Middlesex,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4752293,-0.368957799999976,"-0.368957799999976,51.4752293,0","Hounslow CAMHS, Heart of Houslow Centre For Health, 93 Bath Road, Hounslow, Middlesex, TW3 3EL
Contact details
 Contact:Anna Seigal, Jo Newbolt or Katie Stockford 
 Email:sally.billenness@blueyonder.co.uk 
 Telephone:0208 630 3237 
 Website:visit website 

Overview: 
The Helping HANDZ Monthly Surgeries are a great opportunity for carers and parents to find out more about Special Educational Needs procedures in Hounslow; as well as attend a second free topic-based workshop by a local professional."
lag_map,,Hounslow Lampton Phab Club,Unknown Category,,,"Lampton School (TW3 4EP)
Lorna Stephens
07940 288 598
http://phab.org.uk/",https://phab.org.uk,,,,,Bridging The Gap Lampton Phab Club,TW3 4EP,Bridging The Gap Lampton Phab Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4772114,-0.367936699999973,"-0.367936699999973,51.4772114,0","Bridging The Gap Lampton Phab Club
Lampton School (TW3 4EP)

Lorna Stephens
07940 288 598
http://phab.org.uk/"
lag_map,,Hounslow Parent Carers Forum,Unknown Category,,,"The Forum is a group of Hounslow-based parents or carers of children/young people (aged 0 to 25 years) with disabilities or special educational needs and local professionals who meet once a month in an informal meeting.
Postal address:
Hounslow Parent Carers Forum
CAN Mezzanine
45 Treaty Centre
High Street, Hounslow
TW3 1ES
https://www.hounslowpcf.co.uk
Tel: 0203 096 4276 (Plus answerphone)
Mobile: 0788 1788 483
E-mail: hounslowpcf@gmail.com",https://hounslowpcf.co.uk,,,,,"The Forum meets to discuss real issues that affect families such as health, education and employment. Professionals are there to share their current plans and to hear what parents have to say. It is also a place to share information parent to parent and to ask questions.",TW3 1ES,education and employment. Professionals are there to share their current plans and to hear what parents have to say. It is also a place to share information parent to parent and to ask questions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4702879,-0.3666864,"-0.3666864,51.4702879,0","The Forum is a group of Hounslow-based parents or carers of children/young people (aged 0 to 25 years) with disabilities or special educational needs and local professionals who meet once a month in an informal meeting.
The Forum meets to discuss real issues that affect families such as health, education and employment. Professionals are there to share their current plans and to hear what parents have to say. It is also a place to share information parent to parent and to ask questions.

Postal address:
 Hounslow Parent Carers Forum
CAN Mezzanine
45 Treaty Centre
High Street, Hounslow
TW3 1ES

https://www.hounslowpcf.co.uk

Tel: 0203 096 4276 (Plus answerphone)
Mobile: 0788 1788 483

E-mail: hounslowpcf@gmail.com"
lag_map,,"Hounslow Phab club 
Hounslow Youth Centre",Unknown Category,,,"Hounslow Phab Thursday
Lorna Stephens
07940 288 598",,,,,,"Hounslow Youth Centre, Kingsley Road, Hounslow TW3 1NX",TW3 1NX,Kingsley Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4717972,-0.356927799999994,"-0.356927799999994,51.4717972,0","Hounslow Phab Thursday
Hounslow Youth Centre, Kingsley Road, Hounslow TW3 1NX

Lorna Stephens
07940 288 598"
lag_map,,Islington -The Zone Youth Project,Unknown Category,,,"Telephone
020 7697 9242
07825 098017
Location
Address
The Bridge School
28 Carleton Road
London
Postcode
N7 0EQ
http://directory.islington.gov.uk/kb5/islington/directory/service.page?id=6zZlIWpzkbM&localofferchannelnew=5_1",https://directory.islington.gov.uk/kb5/islington/directory/service.page,,,,,"The Zone Youth Project offers after-school and evening youth club sessions for young people aged 11 to 19 years or up to 24 years for children with special educational needs. Facilities include, computers, printing and internet access for homework or social use, Bike Doctor, a recording stuido, games and games consoles and a kitchen.",N7 0EQ,games and games consoles and a kitchen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5537377,-0.129500499999949,"-0.129500499999949,51.5537377,0","The Zone Youth Project offers after-school and evening youth club sessions for young people aged 11 to 19 years or up to 24 years for children with special educational needs. Facilities include, computers, printing and internet access for homework or social use, Bike Doctor, a recording stuido, games and games consoles and a kitchen.

Telephone
020 7697 9242
07825 098017
Location

Address
The Bridge School
28 Carleton Road
London
Postcode
N7 0EQ

http://directory.islington.gov.uk/kb5/islington/directory/service.page?id=6zZlIWpzkbM&localofferchannelnew=5_1"
lag_map,,Islington- Centre 404,Unknown Category,,,"404 CAMDEN ROAD,
LONDON,
N7 0SJ
GENERAL ENQUIRIES
Tel:020 7607 8762
CLUBS AND ACTIVITIES
Tel:020 7697 1324
http://www.centre404.org.uk",https://centre404.org.uk,,,,,"Centre 404 offers a range of high quality services to assist children and adults with a learning disability and their family carers. These include: direct support, information, respite, activities, advocacy, help with personal budgets and form filling, and access to social groups and other local networks.",N7 0SJ,and access to social groups and other local networks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5535087,-0.122485099999949,"-0.122485099999949,51.5535087,0","Centre 404 offers a range of high quality services to assist children and adults with a learning disability and their family carers. These include: direct support, information, respite, activities, advocacy, help with personal budgets and form filling, and access to social groups and other local networks.

404 CAMDEN ROAD, 
LONDON,
N7 0SJ

GENERAL ENQUIRIES
Tel:020 7607 8762

CLUBS AND ACTIVITIES
Tel:020 7697 1324

http://www.centre404.org.uk"
lag_map,,Isleworth Phab Club,Unknown Category,,,"St Bridgets Hall, Memorial Square, 112 Twickenham Rd, Isleworth TW7 6DL
John McGinley
07941 355 671
http://phab.org.uk/",https://phab.org.uk,,,,,Isleworth Tuesday Phab Club,TW7 6DL,Isleworth Tuesday Phab Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4701511,-0.328262699999982,"-0.328262699999982,51.4701511,0","Isleworth Tuesday Phab Club
St Bridgets Hall, Memorial Square, 112 Twickenham Rd, Isleworth TW7 6DL

John McGinley
07941 355 671
http://phab.org.uk/"
