sno,gmaps_place_id,gmaps_name,gmaps_formatted_address,gmaps_latitude,gmaps_longitude,gmaps_opening_hours_weekday_text,gmaps_website,gmaps_phone,gmaps_rating,gmaps_user_ratings_total,gmaps_types,gmaps_business_status,gmaps_editorial_summary,gmaps_url,gmaps_directions_url,gmaps_plus_code_global,gmaps_plus_code_compound,gmaps_utc_offset_minutes,gmaps_photo_reference_1,gmaps_addr_country,gmaps_addr_postal_code,gmaps_addr_postal_town,gmaps_addr_admin_area_level_1,gmaps_addr_admin_area_level_2,postcode_norm,gmaps_postcode_norm,likely_match,description_short,Description,city,region,local_authority,service_area,age_range,conditions_supported,specific_services,physical_access,organization_type,status,last_verified,llm_error
865,145,Kensington- Nordoff Robbins music Therapy,"Royal Albert Hall,
Kensington Gore,
SW7 2AP",51.5012674,-0.177540000000022,,,+44 (0)7553 103599,,,,,,,,,,,,,SW7 2AP,,,,,,,"Weekly music therapy sessions delivered by a Nordoff Robbins music therapist at the Royal Albert Hall.
Sessions are available by appointment only, typically between 9.00 and 17.00 on Mondays.
Located in London.
For people with additional needs.","Elaine McGregor c/o Education & Outreach
Royal Albert Hall
Kensington Gore
SW7 2AP
Tel: +44 (0)7553 103599
A Nordoff Robbins music therapist delivers weekly sessions on site at the Royal Albert Hall.
Opening times (by appointment only)
Sessions may be arranged on Mondays between 9.00 and 17.00., London",,,,,,,,,,,,
866,146,Kilburn -Carers Advice Clinic,"13-15 Brondesbury Road,
Kilburn NW6 6BX",51.5384024,-0.195321899999954,,,,,,,,,,,,,,,,NW6 6BX,,,,,,,"Appointments available with the Brent Community Recovery Team.
-First Friday of each month, 10 am - 12.30 pm.
-Located in Kilburn.
-Suitable for those seeking support.","13-15 Brondesbury Road
Kilburn NW6 6BX, You can make an appointment to see one of our members of staff at the Brent Community Recovery Team’s offices on the first Friday of each month, 10 am - 12.30 pm.",,,,,,,,,,,,
867,147,Kingston Carers' Network,"Noble Centre,
109a Blagdon Road,
New Malden, KT3 4BD",51.400437,-0.250006399999961,,www.kingstoncarers.org.uk,020 3031 2757,,,,,,,,,,,,,KT3 4BD,,,,,,,"Kingston Carers’ Network is supporting over 1,900 adult carers and over 470 young carers in Kingston through a wide range of services.
-Support groups for carers of adults with Asperger's Syndrome.
-Support groups for Parents and Carers of Children and Young People with ADHD.
-Wide range of support services for carers in Kingston-upon-Thames.","Kingston Carers’ Network is supporting over 1,900 adult carers and over 470 young carers in Kingston through a wide range of services.
A carer is someone of any age who provides unpaid support to family or friends who could not manage without this help.
Relevant Support Groups at Noble Centre:
Carers of Adults with Asperger's Syndrome
Noble Centre, 109a Blagdon Road, New Malden, KT3 4BD
10.00am to 12.00pm
First Wednesday of each month
Parents and Carers of Children and Young People with ADHD
Noble Centre, 109a Blagdon Road, New Malden, KT3 4BD
10.00am to 12.00pm
Second Friday of each month
Noble Centre,
109A Blagdon Rd,
New Malden
KT3 4BD, UK
www.kingstoncarers.org.uk
info@kingstoncarers.org.uk
Tel: 020 3031 2757, If you are a carer living or working in the London borough of Kingston-upon-Thames we can help you with a wide range of support services:",,,,,,,,,,,,
868,148,"Kingston and Richmond Family Voices 
Parent Carer Forum",,51.41233,-0.3005173,,http://www.sendfamilyvoices.org,07469 746 145,,,,,,,,,,,,,,,,,,,,"Our approach is based on transparency, mutual respect and trust. We will always expect to work collaboratively and in equal partnership.","Our approach is based on transparency, mutual respect and trust. We will always expect to work collaboratively and in equal partnership.
http://www.sendfamilyvoices.org
Tel:  07469 746 145  (please leave a message), We’re a mix of individual parents, plus leads from disability specific support groups and specialist schools; we all offer our time on a voluntary basis and take responsibility for representing the views of a wider group of parents.",,,,,,,,,,,,
869,149,"Kingston- Parents and Carers of Children and Young People with Additional Needs
Support Group","Tolworth Children's Centre,
School Lane,
Surbiton,
KT6 7SA",51.3828052,-0.293163700000036,,,020 3375 8227,,,,,,,,,,,,,KT6 7SA,,,,,,,"Weekly group for parents and carers of children and young people with additional needs.
9.15am to 11.15am, alternate Mondays.
Contact Clare Keogh at carers3@kingstoncarers.org.uk to find out when the next meeting is.","Parents and Carers of Children and Young People with Additional Needs
9.15am to 11.15pm
Alternate Mondays (Contact Clare to find out when the next meeting is)
Contact	Clare Keogh
carers3@kingstoncarers.org.uk
020 3375 8227
Location	Tolworth Children's Centre
School Lane
Surbiton
KT6 7SA, Tolworth Children’s Centre, School Lane, Surbiton, KT6 7SA",,,,,,,,,,,,
870,150,Kingston Carers’ Support Group,"Merritt Medical Centre,
Merritt Gardens,
Chessington KT9 2GY",51.3591778,-0.312125499999979,,,020 3031 2751,,,,,,,,,,,,,KT9 2GY,,,,,,,"Weekly Carers’ Support Group held at Merritt Medical Centre.
-Free of charge, Third Wednesday of every month.
-Contact Jo Maye at admin@kingstoncarers.org.uk or 020 3031 2751.
-Located at Merritt Medical Centre, Merritt Gardens, Chessington KT9 2GY.","Carers’ Support Group
Description
Date and Time	21/12/16 from 10:00 to 11:30
Contact	Jo Maye
admin@kingstoncarers.org.uk
020 3031 2751
Location	Merritt Medical Centre
Merritt Gardens
Chessington
KT9 2GY
(view map)
Cost	Free of charge, Third Wednesday of every month",,,,,,,,,,,,
871,151,Kingston -FAST MINDS Adult ADHD support Group,"Kingston Quaker Centre,
Fairfield East,
Kingston upon Thames
KT1 2PT",51.4099978,-0.298061200000006,,http://www.adhdkingston.org.uk/,,,,,,,,,,,,,,KT1 2PT,,,,,,,"FASTMINDS is a group dedicated to helping you understand ADHD and how it is managed.
-Runs support groups, informal and formal presentations and coaching sessions.
-Meets Thursdays 10:30am - 12:30pm and every 4th Monday of the month 7-9pm.
-Located at Kingston Quaker Centre.","Forgetful. Achieving below potential. Stuck in a rut. Time challenged.
Motivationally challenged. Impulsive. Novelty seeking. Distractible. Scattered.
Attention Deficit Hyperactivity Disorder affects all of our lives in different ways.
However ADHD affects you and your family, FASTMINDS is a group of people dedicating time to helping you understand ADHD and how it is managed.
We run support groups, informal, formal presentations and coaching sessions.
email: info@adhdkingston.co.uk
website: http://www.adhdkingston.org.uk/
Where we meet
Thursday's 10:30am - 12:30pm &
Every 4th Monday of the month 7-9pm
Kingston Quaker Centre
Fairfield East
Kingston upon Thames
KT1 2PT., FAST MINDS is an acronym for common symptoms that are often seen in Attention Deficit Hyperactivity Disorder (ADHD).",,,,,,,,,,,,
872,152,"Lambeth Mencap
Healthy living and wellbeing group","The Old Mortuary,
St Marychurch St,
London SE16 4JE",51.5004964,-0.05399280000006,,,02086557706,,,,,,,,,,,,,SE16 4JE,,,,,,,"Weekly group for adults with Autism living in Southwark.
-Healthy living and wellbeing sessions.
-Activities include gentle exercise, walks, arts and crafts, and relaxation.
-Sessions run at ‘Time and Talents’ building in Rotherhithe.","Lambeth Mencap are starting a healthy living and wellbeing group for adults with Autism living in Southwark.
The sessions will aim to educate service users on how to maintain a healthy body and mind through a variety of different activities such as: gentle exercise and movement; short walks in the local area; arts and crafts; healthy cooking and relaxation sessions.
The sessions will be run weekly, at the ‘Time and Talents’ building in Rotherhithe.
Southwark | London
Tel: 02086557706/ 07756908261
Email: yjones@lambethmencap.org.uk, The Old Mortuary,St Marychurch St, London SE16 4JE",,,,,,,,,,,,
873,153,Lambeth Parent Forum,"336 Brixton Road
SW9 7AA",51.4683945,-0.112965400000007,,http://www.lambethparentforum.com,07903 248077,,,,,,,,,,,,,SW9 7AA,,,,,,,"A group of parents and carers of disabled children who work with local authorities, education, social care and health providers and other providers to make sure the services they plan and deliver meet the needs of disabled children and their families.","Lambeth Parent Forum
A group of parents and carers of disabled children who work with local authorities, education, social care and health providers and other providers to make sure the services they plan and deliver meet the needs of disabled children and their families
Write to Us
c/o CAF Lambeth
http://www.lambethparentforum.com
Tel: 07903 248077
email: info@lambethparentforum.com, 336 Brixton Road SW9 7AA",,,,,,,,,,,,
874,154,"Lewisham- Drumbeat Outreach /
 Early Bird Courses","Brockley Site,
London,
SE4 2PR",51.462154,-0.0427829999999858,,,07450041642,,,,,,,,,,,,,SE4 2PR,,,,,,,"Drumbeat Outreach is a team of teachers and specialist advisers offering support, advice and training to children, families and professionals in Lewisham.
We run three licensed Earlybird, Earlybird Plus and Cygnet courses for the parents of children newly diagnosed on the autism spectrum.
We also run parent workshops and drop in groups across the school year in schools, children’s centres and at Drumbeat.","Drumbeat Outreach
Brockley Site
London
SE4 2PR
Tel: 0745 0041642
Email: s.gannon@drumbeat.lewisham.sch.uk
Drumbeat Outreach is a team of teachers and specialist advisers offering support, advice and training to children, families and professionals in Lewisham. We work across all mainstream educational settings, including Early Years, Primary and Secondary schools, and Post Sixteen provisions. Schools and Colleges can buy in support from the Outreach Team through a Service Level Agreement (SLA).
We run three licensed Earlybird, Earlybird Plus and Cygnet courses for the parents of children newly diagnosed on the autism spectrum. These courses run over a number of weeks and are facilitated by multi-disciplinary teams within Drumbeat and in collaboration with our partners in health.
We also run parent workshops and drop in groups across the school year in schools, children’s centres and at Drumbeat., Revelon Rd",,,,,,,,,,,,
875,155,Lewisham Mencap,"160 Bromley Road,
Catford,
SE6 2NZ",51.4366201,-0.01795,,,07932 002 317,,,,,,,,,,,,,SE6 2NZ,,,,,,,"Lewisham Mencap improves the lives of people with a learning disability and their carers.
-Support for parents and carers of people with learning disabilities.
-Social clubs for adults with a learning disability (18 and above).
-Supported holidays.","Lewisham Mencap improves the lives of people with a learning disability and their carers.
-Support for parents and carers of people with learning disabilities.
-Social clubs for adults with a learning disability. (18 and above)
-Supported holidays.
-Information, advice and advocacy.
Address
160 Bromley Road, Catford, SE6 2NZ.
Tel: 07932 002 317
email: lewisham.mencap@btconnect.com, The services we offer include:",,,,,,,,,,,,
876,156,"Lewisham- SIGNAL 
(Support, Information, Guidance & News for Autism in Lewisham)","C/o Hatcham Oak Children’s Centre
Brockley
London
SE4 2NX",51.4674187,-0.0414058999999725,,http://www.signalfamilysupport.org,07946 632477,,,,,,,,,,,,,SE4 2NX,,,,,,,"Signal Family Support is a local parent support group, based in the London Borough of Lewisham, set up a number of years ago by parents of children who have autism, Asperger syndrome or other autism spectrum disorders (ASDs).
The group hold monthly meetings which include talks from experts on a variety of topics related to autism, including current research and educational provision.
Coffee mornings, held in different members houses, are open to all members to exchange ideas, experiences and information or just have a chat.","Signal Family Support, C/o Hatcham Oak Children’s Centre
Brockley
London
SE4 2NX
Tel: 07946 632477
http://www.signalfamilysupport.org
SIGNAL (Support, Information, Guidance & News for Autism in Lewisham) is a local parent support group, based in the London Borough of Lewisham, set up a number of years ago by parents of children who have autism, Asperger syndrome or other autism spectrum disorders (ASDs).
The group hold monthly meetings which include talks from experts on a variety of topics related to autism, including current research and educational provision.
Coffee mornings, held in different members houses, are open to all members to exchange ideas, experiences and information or just have a chat.
The group produces a quarterly newsletter and runs a borrowing library with many specialist books, journals and articles, videos, and specially selected children’s books. It maintains links with local schools, hold conferences for schools and teachers, organises drama therapy and trampolining activities, provides parent speakers for local functions to raise autism awareness and fundraises within the local community and through grants.
It also runs a 16 plus and a sibling support club, has an annual party, and runs and subsidises holiday outings and other activities for its membership., Wallbutton Road",,,,,,,,,,,,
877,157,Luton- Families in Luton Autism Group (FLAG),,51.9185945,-0.454668900000001,,http://directory.luton.gov.uk/kb5/luton/directory/service.page?id=aJuKzr2uX9Y,,,,,,,,,,,,,,,,,,,,,"Weekly group called Families in Luton Autism Group (FLAG) run by the autism spectrum team (part of the Special Educational Needs Service).
-Addresses the needs of families affected by autism.
-Highlights parents' wishes to link with similar families.
-Provides access to sympathetic listening ears and user-friendly information about the autism spectrum.","Each meeting provides parents with an opportunity to discuss issues with other families and carers, teachers, early years advisors and support workers – all of whom have had experience working with autistic children and those with Aspergers Syndrome.
http://directory.luton.gov.uk/kb5/luton/directory/service.page?id=aJuKzr2uX9Y&&familychannel=0, The autism spectrum team (part of the Special Educational Needs Service) run the Families in Luton Autism Group (FLAG). This was formed to address the needs of families affected by autism after an initial survey highlighted the parents’ wishes to link with families in similar circumstances, have access to a sympathetic listening ear and user friendly information about the autism spectrum.",,,,,,,,,,,,
878,158,Luton- Dads Autism Discuss Support (DADS),"St. Anne's Church Hall,
Crawley Green Road,
LU2 0QN",51.8835222,-0.397825699999999,,,01582 548133,,,,,,,,,,,,,LU2 0QN,,,,,,,"Weekly group for men, who are currently unable to access the parent groups already run by Autism Bedfordshire. It is hoped that there will be opportunities to plan trips and evenings out, and for fathers/carers to have the chance to offer each other practical suggestions and support.
Meeting times: Wednesday evenings 7pm -9pm.","The group meet on a regular basis, in the evenings. It is for men, who are currently unable to access the parent groups already run by Autism Bedfordshire (held during the day or at the Saturday LOAF sessions). It is hoped that there will be opportunities to plan trips and evenings out, and for fathers/carers to have the chance to offer each other practical suggestions and support.
Contact: David Whalley Advisory Teacher, Autism Spectrum Team
Tel: 01582 548133/  01582 548151
e-mail: educationsupportservices@luton.gov.uk
Address
St. Anne's Church Hall
Crawley Green Road
LU2 0QN
Meeting times
Wednesday evenings
7pm -9pm, The Special Educational Needs Service in Luton are developing a group to support fathers/male carers of children with Autistic Spectrum Disorders/Asperger's syndrome.",,,,,,,,,,,,
879,159,Maidenhead- Autistic Adult Social Group,"8-10 High Street,
Maidenhead,
Berkshire, SL6 1QJ",51.52325,-0.717650499999991,,http://www.autismberkshire.org.uk/otherevents/bear-with-me-adult-social-group-maidenhead-4-2019-07-10/,,,,,,,,,,,,,,SL6 1QJ,,,,,,,"Weekly social group for over-18s who have a diagnosis of an autism spectrum condition and their carers, meeting at The Bear pub in Maidenhead town centre.
-For people with autism spectrum condition and their carers.
-Meeting at The Bear pub in Maidenhead town centre.","Address
The Bear pub
8-10 High Street,
Maidenhead,
Berkshire,
SL6 1QJ
http://www.autismberkshire.org.uk/otherevents/bear-with-me-adult-social-group-maidenhead-4-2019-07-10/, Weekly social group for over-18s who have a diagnosis of an autism spectrum condition and their carers, meeting at The Bear pub in Maidenhead town centre.",,,,,,,,,,,,
880,160,Medway Autism Group and Information Centre (MAGIC),,51.4354299,0.504627199999959,,http://www.medway-magic.org,01634 570 706,,,,,,,,,,,,,,,,,,,,"Provides information, support and activities for families living with autism, Asperger's and other learning difficulties.
-Services include coffee mornings, a youth club and a holiday home for respite breaks.","E-mail:office.manager@medway-magic.org
Tel Daytime: 01634 570 706
http://www.medway-magic.org, Provides information, support and activities for families living with autism, Asperger's and other learning difficulties. Services include coffee mornings, a youth club and a holiday home for respite breaks.",,,,,,,,,,,,
881,161,Merton Parents Carer Forums,"Merton Mencap,
Wilson Hospital,
Cranmer Road,
Mitcham CR4 4TP",51.3974385,-0.1635933,,http://www.mertonmencap.org.uk/parentscarers.htm,020 8687 4644,,,,,,,,,,,,,CR4 4TP,,,,,,,"Weekly group called Connect set up by Natasha of Dream Box Education. Natasha is an SEN teacher who now works directly with families in their homes.
-Specially designed play for children with additional needs.
-Advice about how to engage your child and encourage communication.
-For people in NE London, West Essex and Herts borders...","http://www.mertonmencap.org.uk/parentscarers.htm
Tracy Blackwell: Parent & Carer Forums
Working days: Mondays, Tuesdays & Thursdays, 9am-4pm; Fridays 9am-1pm
Email: kids.first@swlondonmencap.nhs.uk
adults.first@swlondonmencap.nhs.uk
Direct: 020 8687 4644
Mobile: 07507 738390
Main Address
Merton Mencap, Wilson Hospital, Cranmer Road, Mitcham CR4 4TP, Parents Carer Forums: Kids First, Adults First & Talk Autism",,,,,,,,,,,,
882,162,Merton Autism Outreach Service (MAOS),"Cricket Green School,
Lower Green West,
Mitcham,
CR4 3AF, Merton",51.4017687,-0.169133800000054,,www.cricketgreen.merton.sch.uk/maos,020 8640 1177,,,,,,,,,,,,,CR4 3AF,,,,,,,"Cricket Green School offers the Merton Autism Outreach Service (MAOS) to support inclusion of pupils with Autism Spectrum Disorder (ASD) and Social Communication Difficulties in mainstream settings.
-MAOS works in an advisory role with schools.
-Provides staff training and tools and strategies to enable pupils to access learning and social opportunities.
-Advice relating to the needs of specific pupils is also provided.","Who to contact
Telephone
020 8640 1177
E-mail
bonnie.brown@cricketgreen.merton.sch.uk
Parent Organisation
London Borough of Merton
Location
Address
Cricket Green School
Lower Green West
Mitcham
Postcode
CR4 3AF, Merton Autism Outreach Service (MAOS) supports the inclusion of pupils with Autism Spectrum Disorder (ASD) and Social Communication Difficulties in mainstream settings. MAOS works in an advisory role with schools supporting staff in developing their understanding of ASD and sharing tools and strategies to enable pupils to access learning and social opportunities. Advice relating to the needs of specific pupils and staff training is also provided. For more information please visit www.cricketgreen.merton.sch.uk/maos",,,,,,,,,,,,
883,163,"Muswell Hill Youth Project 
social club",,51.5896309,-0.141778899999963,,,020 8489 5084,,,,,,,,,,,,,,,,,,,,"Social club for Haringey mainstream secondary school attending children with autism/aspergers.
-Wednesdays termtime after school.
-Located at Muswell Hill Youth Centre (behind M and S car park).","Run by autism team 020 8489 5084., Muswell Hillbillies - social club for Haringey mainstream secondary school attending children with autism/aspergers. Wednesdays termtime after school. Muswell Hill Youth Centre (behind M and S car park).",,,,,,,,,,,,
884,164,Muswell Hill -Challenge Playgroup,,51.5893464,-0.145164499999964,,,,,,,,,,,,,,,,,,,,,,,"Weekly playgroup for children with additional needs and their families.
-Located in St. James' Church Hall, Muswell Hill.
-Offers a quiet space for parents to relax.
-Completely free of charge.","It is run for children with additional needs; for their siblings, parents, carers and grandparents too. Parents are welcome without their child too, if they attend nursery or school on that day.In a quiet haven next door to the designated play area is a sanctuary of fresh flowers, bean bags-and absolute quiet-parents can sit in here and read a newspaper or magazine, retreat into their own thoughts or even have a massage most weeks, whilst a CRB checked volunteer plays with their child next door. The playgroup is completely free of charge., The Challenge Playgroup runs on Friday mornings in St. James' Church Hall, Muswell Hill. The happy noises of children playing are like those of hundreds of playgroups around the country. But this playgroup is special.",,,,,,,,,,,,
885,165,Newham -NAS Carers Support Group,"411 Barking Rd,
Plaistow,
E13 8AL",51.523559,0.0248342,,,,,,,,,,,,,,,,E13 8AL,,,,,,,"Monthly morning group meetings.
-Autism Parent Support Group.
-ADHD Parent Support Group.
-Located at 411 Barking Rd, Plaistow.","Contact: sue.fisher2016@gmail.com
Address:
York House
Services:-
Autism Parent Support Group.
ADHD Parent Support Group.
Monthly morning group meetings., 411 Barking Rd, Plaistow. E13 8AL",,,,,,,,,,,,
886,166,"Newham -Autism Awareness and Support Group /
Forum for Health & Wellbeing",,51.5270887,0.0291824,,,02074739510,,,,,,,,,,,,,,,,,,,,"Autism Awareness and Support Group.
If you are interested in joining the Autism Awareness and Support Group or would like to know more about the work of the group, please contact Abdul Malik User Engagement / Co-Production Facilitator (The Forum for Health & Wellbeing).
Tel. 0207 473 9510","Autism Awareness and Support Group.
If you are interested in joining the Autism Awareness and Support Group or would like to know more about the work of the group, please contact Abdul Malik User Engagement / Co-Production Facilitator (The Forum for Health & Wellbeing)
Tel. 0207 473 9510
email abdul.malik@fhwb.co.uk, People with autism, their families and carers have set up an autism awareness and support group which is concerned about the issues faced by people with autism and the support needed. The group links into Newham Autism Steering group, the co-production Forum and other co-production networks in Newham.",,,,,,,,,,,,
887,167,Newham Parent Partnership Service,49-51 Broadway,51.540999,0.00264979999997195,,www.newham.gov.uk,02033732871,,,,,,,,,,,,,E15 4BQ,,,,,,,"Impartial advice and information on education issues to parents/carers of children who experience barriers to learning such as special educational needs (SEN), disability, exclusion or bullying.
-Impartial advice and information on education issues.
-Attend and support parents/carers in meetings.
-Help with writing letters and reports.","The Web Building
Stratford
London
E15 4BQ
Email: Jasweer.Sagoo@newham.gov.uk
Tel: 0203 373 2871 or 020 3373 2869
www.newham.gov.uk
We provide impartial advice and information on education issues to parents/carers of children who experience barriers to learning such as special educational needs (SEN), disability, exclusion or bullying. What do we do?: We can attend and support parents/carers in meetings about their child’s education, and offer support if the parent/carer wishes to request a statutory assessment. We also help with writing letters and reports. Who is it for?: Parents/carers of children and young people who are attending school in Newham, or who attend an out of borough school if the child is a Newham resident. What age group does it cover?: We have a statutory responsibility to work with children and young people up to 25 years for those who have a Statement of Special Educational Need., 49-51 Broadway",,,,,,,,,,,,
888,168,"Newham Resources for Autism
John F. Kennedy School
Saturday Club","Tollgate Rd,
London E16 3LQ",51.5169564,0.0384503999999879,,www.resourcesforautism.org.uk,020 8458 3259,,,,,,,,,,,,,E16 3LQ,,,,,,,"Weekly play club for young people aged 8-13 with a diagnosis of Autism.
•Activities include Indoor chill out and getting to know you sessions: Art •Drama •Cookery •Music •Games
•Outings to places our young people choose such as Theatres •Swimming •Local Sports Centres
•Places are allocated by first come first served. One to one support available as necessary.","John F. Kennedy School
Tollgate Rd
London E16 3LQ
The club runs from 10am - 1pm and 2pm - 4.30pm every Saturday in term time.
The activities will include Indoor chill out and getting to know you sessions:
•Art •Drama •Cookery •Music •Games
Outings to places our young people choose such as •Theatres •Swimming •Local Sports Centres
Places are allocated by first come first served. One to one support available as necessary. Transport is NOT included.
Application is easy via www.resourcesforautism.org.uk and click
on the referral form box or telephone 020 8458 3259 for a hard copy or help completing the form.
Please email or call Catherine if you would like more information
Catherine Ely: 020 8458 3259
Catherine@resourcesforautism.org.uk
There is a charge for this service. Subsidised places are available for those on low income., As well as our usual family support services, we are running an autism specific play club for young people aged 8-13 with a diagnosis of Autism at:",,,,,,,,,,,,
889,169,Newham Carers Network,"395 High Street North,
Manor Park,
E12 6PG",51.5450225,0.0492954999999711,,www.newhamcarers.org.uk,020 8519 0800,,,,,,,,,,,,,E12 6PG,,,,,,,"Newham Carers Network
-Provides support for carers in Newham.
-Links to various special needs support groups.
-Contact via phone or email.","Newham Carers Network
Newham
E12 6PG
Address
The Renewal Programme@395
395 High Street North
Manor Park
E12 6PG
Contact details:
Tel: 020 8519 0800
Email: info@newhamcarers.org.uk
Website: www.newhamcarers.org.uk
Link to various special needs support groups:
http://www.newhamcarers.org.uk/carers-support-groups-in-newham.html, London",,,,,,,,,,,,
890,170,"Reading-
Aut-Haslemere Support Group","6 Haywood Court,
Reading,
RG1 3QF",51.4540689,-0.942105200000015,,https://www.facebook.com/authaslemere/,07793 766 494,,,,,,,,,,,,,RG1 3QF,,,,,,,"Support group in Haslemere for autistic/Asperger adults aged 18 or over.
You can choose whether and how much you participate in the discussion, by speaking or in writing, or just listen.
Light refreshments will be provided during the break, when you can chat to others if you choose.
We meet monthly on the first Monday of the month to discuss the issues that affect us, and share tips and strategies for living the best autistic lives possible. You do not need a formal diagnosis to attend","Aut-Haslemere is a support group in Haslemere, run BY and FOR autistic/Asperger adults aged 18 or over.
You can choose whether and how much you participate in the discussion, by speaking or in writing, or just listen.
Light refreshments will be provided during the break, when you can chat to others if you choose.
We are asking for a £2 suggested donation to help cover costs.
Like this page to see updates about Aut-Haslemere.
If you would like to attend, please make contact via email, phone, text message, Facebook message, or mail. We speak to new members first to confirm the group is suitable.
https://www.facebook.com/authaslemere/
laura@autangel.org.uk
07793 766 494
6 Haywood Court, Reading, RG1 3QF (correspondence address only), We meet monthly on the first Monday of the month to discuss the issues that affect us, and share tips and strategies for living the best autistic lives possible. You do not need a formal diagnosis to attend",,,,,,,,,,,,
891,171,Redbridge Mencap,"357 Clayhall Avenue,
Ilford,
Essex,
IG5 0SJ,
United Kingdom",51.5913869,0.0714203999999654,,https://www.facebook.com/redbridge.mencap/,07809 649307,,,,,,,,,,,,,IG5 0SJ,,,,,,,"Redbridge Mencap supports adults and children with learning disabilities in Redbridge to engage in positive activities that will raise self-esteem, confidence and self awareness through the groups it organises. We encourage community participation and welcome inclusion.","357 Clayhall Avenue
Ilford
Essex
IG5 0SJ
United Kingdom
tel:07809 649307
https://www.facebook.com/redbridge.mencap/, Redbridge Mencap exists to support adults and children with learning disabilities in Redbridge to engage in positive activies that will raise self-esteem, confidence and self awareness through the groups it organises. We encourage community participation and welcome inclusion.",,,,,,,,,,,,
892,172,Redhill -Autism All-Stars,,51.2401698,-0.166093899999964,,http://www.autism-all-stars.org,,,,,,,,,,,,,,,,,,,,,"Surrey based charity that focuses on the positives of living with autism and Asperger's.
We organise fun, inclusive events for teenagers and adults, but all ages are very welcome.
We have a thriving facebook and twitter community where we offer support and inspiration to those who are struggling.","Contact:Helen Wallace-Iles
Email:helen@autism-all-stars.org
http://www.autism-all-stars.org, Surrey based charity that focuses on the positives of living with autism and Asperger's. We organise fun, inclusive events for teenagers and adults, but all ages are very welcome. We have a thriving facebook and twitter community where we offer support and inspiration to those who are struggling.",,,,,,,,,,,,
893,173,Richmond Care and Support,"306 Richmond Road,
Twickenham TW1 2PD",51.4538925,-0.312549399999966,,http://www.richmondcareandsupport.org.uk/i-need-help-with/autism/social-groups/carers-groups.,020 8487 5391,,,,,,,,,,,,,TW1 2PD,,,,,,,"Groups designed to offer relevant advice and support for those who care for someone on the autistic spectrum.
-Information sessions
-Discussions about local strategy
-An opportunity to share ideas with other carers","Richmond Care and Support
http://www.richmondchs.org/
What is available
Our groups are designed to offer relevant advice and support for those who care for someone on the autistic spectrum. We currently offer:
Information sessions
Discussions about local strategy
An opportunity to share ideas with other carers
When and where
http://www.richmondcareandsupport.org.uk/i-need-help-with/autism/social-groups/carers-groups.aspx
Morning group
This group is run in partnership with the National Autistic Society (NAS) and takes place one Friday a month, from 10.30am to 12 noon at the Crossway Centre.
Crossway Centre
Address: 306 Richmond Road, Twickenham TW1 2PD
How to take part
Feel free to join us at a group, you do not need to book in advance. Please let us know if you would like to discuss a particular topic or see a specific guest speaker at the group.
Contact:
Autism Specialist Worker
Address: London Borough of Richmond upon Thames, Civic Centre, 44 York Street, Twickenham TW1 3BZ
Phone: 020 8487 5391
Email: autism@richmond.gov.uk, Guest speakers",,,,,,,,,,,,
894,174,Richmond- Knots Arts Youth Club,"The Old Power Station,
121 Mortlake High St,
London SW14 8SN",51.4705084,-0.25707890000001,,http://knotsarts.com/youth-groups/mortlake-youth-club/,07947212485,,,,,,,,,,,,,SW14 8SN,,,,,,,Sessions are designed to empower young people to try new experiences and suggest what they would like to be doing whilst at the club. Each week we begin with a sharing of news which is followed by a healthy activity (e.g. sport or cookery) and then a creative or discussion activity (art/drama/planning a trip).,"Sessions are designed to empower young people to try new experiences and suggest what they would like to be doing whilst at the club. Each week we begin with a sharing of news which is followed by a healthy activity (e.g. sport or cookery) and then a creative or discussion activity (art/drama/planning a trip).
Powerstation Youth Centre
The Old Power Station,
121 Mortlake High St,
London SW14 8SN
email:  hello@knotsarts.com
Tel:  07947 212485
http://knotsarts.com/youth-groups/mortlake-youth-club/, Knots Arts Saturday Youth Club takes place at the Powerstation Youth Club in Mortlake every Saturday during term time for young people aged 13 – 25 years old. The club is a thriving group of young people with social communication difficulties who love to try new things, meet new people and above all have fun.",,,,,,,,,,,,
895,175,Richmond- Music Therapy,"3 Twining Avenue,
Twickenham,
Middlesex TW2 5LL",51.4390667,-0.353843600000005,,https://www.okmtrust.co.uk/,07944 632382,,,,,,,,,,,,,TW2 5LL,,,,,,,"The Otakar Kraus Music Trust provides music therapy for people of all ages who have physical, psychological, learning, behavioural or emotional difficulties.
-Based in Twickenham, Middlesex.
-Set up in 1991 by Dr Margaret Lobo and Walter.
-Music therapy for people of all ages.","ABOUT US
Otakar Kraus Music Trust
3 Twining Avenue
Twickenham
Middlesex TW2 5LL
https://www.okmtrust.co.uk/
Cheryl Valland, Administrator
Tel: 07944 632382
Email: cheryl@okmtrust.co.uk or
info@okmtrust.co.uk, The Otakar Kraus Music Trust (OKMT) is based in Twickenham, Middlesex and was set up in 1991 by Dr Margaret Lobo, and her husband Walter, to provide music therapy for people of all ages who have physical, psychological, learning, behavioural or emotional difficulties.",,,,,,,,,,,,
