record_index,name,postcode,city,website,phone,email,facebook,source,completeness,key_used,issues
356,"Sidcup- Ken Boyce Centre
Choice Support",DA14 5BT,We support adults aged 18 and over who have autism or learning disabilities.,https://choicesupport.org.uk/find-support/find-support-near-you/ken-boyce-centre,,,,lag_map,0.625,wp,
357,"Slough- Autistic adults social group
Hidden Pearls",SL1 2XN,is now up and running in Slough.,https://autismberkshire.org.uk/2019/06/18/hidden-pearls-group-slough,,,,lag_map,0.625,wp,
358,Slough -Maidenhead Autism Support Group,,Maidenhead,,,,,lag_map,0.375,nc,no_contact
359,Slough- Mencap,SL3 8JU,off Common Road,,,,,lag_map,0.5,np,no_contact
360,"Slough Parent Carer Forum
Special Voices",SL1 5QS,Special Voices is a group of parents/carers of children and young people with special/additional needs. We are all volunteers working in partnership with voluntary and statutory organisations. The main aim of Special Voices is to raise awareness about the rights and needs of children/young people with special needs and to ensure that they and their families are consulted and involved in any decisions made during planning or developing services for them. Special Voices has a main steering group of voluntary parents/carers who have taken on the role of gathering your collective views and presenting them to service planners and decision makers in order to ensure that services are needs-led.,https://specialvoices.co.uk,,,,lag_map,0.625,wp,
361,"South Bucks
 Rainbow Social Club
Bourne End
Westfield School",SL8 5BE,NAS South Bucks Rainbow Club.,,,,,lag_map,0.5,np,no_contact
362,Southend Mencap,SS1 1PG,London,https://southendmencap.org.uk,,,,lag_map,0.625,wp,
363,"Family Voice Southend 
Parent Carer Forum",SS2 6XT,and we are here to help.,https://family-voice-southend.co.uk,,,,lag_map,0.625,wp,
364,Southwark ADHD,SE21 8QS,Run by Parents,,,,,lag_map,0.5,np,no_contact
365,Southwark Carers,SE5 0EN,Walworth Methodist Church,https://southwarkcarers.org.uk,,,,lag_map,0.625,wp,
366,Southwark Parent Carer Council (PCC),SE17 1RL,We are the parent carer forum for Southwark - and we want to achieve the best local services for children and young people aged 0-25 with disabilities/additional needs and their families.,,,,,lag_map,0.5,np,no_contact
367,"Southwark Resources For Autism
Sunday play club",SE1 2AN,we are running an autism specific play club for young people aged 8-13 with a diagnosis of Autism at:,,,,,lag_map,0.5,np,no_contact
368,Southwark -Salmon Youth Centre,SE16 4TE,Youth Work Manager (Clubs Development).,,,,,lag_map,0.5,np,no_contact
369,Voices For Autism - Southwark,,London,https://voicesforautism.co.uk,,,https://facebook.com/voicesforautism.co.uk,lag_map,0.5,wc,
370,Carers Support Spelthorne (CSS),TW18 1XA,Middlesex,https://carerssupportspelthorne.co.uk,,,,lag_map,0.625,wp,
371,Stevenage- TRACKS autism,SG1 4QX,Boulton Road,https://tracks-autism.org.uk,,,,lag_map,0.625,wp,
372,Stevenage- Space Group,,with Attention Deficit Hyperactivity Disorder (ADHD) or a related condition.,https://spaceherts.org.uk/stevenage.htm,,,,lag_map,0.5,wc,
373,Surrey- interAKtive,SM7 1WW,an ASD specialist play-scheme in the Easter and summer holidays and member coffee mornings.,https://interaktive.org.uk,,,,lag_map,0.625,wp,
374,"Family Voice Surrey
Parent Carer Forum",KT22 7LT,Kingston Road,https://familyvoicesurrey.org,,,,lag_map,0.625,wp,
375,Surrey- Music Therapy,KT19 8PB,Surrey and Borders Partnership NHS Foundation Trust,,,,,lag_map,0.5,np,no_contact
376,"Surrey- 
Portesbery School 
Drop in sessions with support of parents and staff.",GU16 6TA,Newfoundland Road,,,,,lag_map,0.5,np,no_contact
377,Sutton- Knots Arts Girls Group,SM3 9PX,likes and suggestions.,https://knotsarts.com/youth-groups/girls-group-sutton,,,,lag_map,0.625,wp,
378,Sutton Inclusion Centre,SM1 2BF,Sutton Inclusion Centre,https://sutton.gov.uk/info/200333/adult_social_care/1226/sutton_inclusion_centre,,,,lag_map,0.625,wp,
379,Sutton Mencap,SM6 0EU,London,https://suttonmencap.org.uk,,,,lag_map,0.625,wp,
380,Sutton Parents Forum,SM6 0EU,London,https://suttonparentsforum.org.uk,,,,lag_map,0.625,wp,
381,Sunshine Centre Thurrock,,E-mail: sunshinecentre@thurrock.gov.uk,https://sunshinecentre.org.uk,,,,lag_map,0.5,wc,
382,A2ndVoice - Tooting,,Awards,https://a2ndvoice.com/events,,,,lag_map,0.5,wc,
383,Tower Hamlets- Autism Parents Support Group,E3 2AD,Email p.chanda@phoenix.towerhamlets.sch.uk,,,,,lag_map,0.5,np,no_contact
384,Tower Hamlets- Carers Centre,E1 0SG,21 Brayford Square,https://carerscentretowerhamlets.org.uk/services,,,,lag_map,0.625,wp,
385,Tower Hamlets- Mencap,,Bow,https://facebook.com/Tower-Hamlets-Mencap-341214186045426,,,https://facebook.com/Tower-Hamlets-Mencap-341214186045426,lag_map,0.5,wc,
386,Tower Hamlets -NAS Inclusion Service,E1 5HZ,The National Autistic Society have two Inclusion Officers who support children and young,,,,,lag_map,0.5,np,no_contact
387,Tower Hamlets- Tower Project,E14 9WA,this is the Tower Project First Start Day Opportunities Service (Autism).,,,,,lag_map,0.5,np,no_contact
388,Tower Hamlets SEND Parents Forum,E1 5NP,East End Parent Carers Together – the Tower Hamlets SEND Parents Forum,https://eastendpctogether.wordpress.com,,,,lag_map,0.625,wp,
389,Waltham Forest Parent Forum,E10 6DA,London,https://walthamforestparentforum.com,,,,lag_map,0.625,wp,
390,Waltham Forest Parent Parent Forum Support Groups,,E-mail:walthamforestparentforum@live.co.uk,,,,,lag_map,0.375,nc,no_contact
391,Waltham Forest/Walthamstow -CAPS Children with Asperger's Parent Support,E17 6RX,London,https://thelimes.org.uk,,,,lag_map,0.625,wp,
392,Wandsworth- Autism Voice,SW4 6DZ,Autism Voice is a UK based organization that works with people (children and adults) with Autism Spectrum Disorder (ASD) and their families in communities in the UK.,https://autismvoice.org.uk,,,,lag_map,0.625,wp,
393,"Wandsworth Carers’ Centre, 
Asperger's Carers Support Group",SW18 4JE,Wandsworth Office.,https://carerswandsworth.org.uk,,,,lag_map,0.625,wp,
394,"Wandsworth -Sen Talk
 Coffee Mornings",,SEN parent/carer coffee mornings on every third Tuesday of each month. Coffee Mornings are from 10am-12pm and there are activities for younger siblings too,https://sentalk.org,,,,lag_map,0.5,wc,
395,"Wandsworth
Positive Parent Action
Parent Carer Forum",SW17 0LA,we work closely with Wandsworth Council to improve provision for all families in the borough with additional needs.,https://positiveparentaction.org.uk,,,,lag_map,0.625,wp,
396,"Watford -Gambado
SEN Indoor soft play, adventure & sensory",WD25 7JZ,and focus on families with specific needs every month. Our indoor soft play & party venue has been superbly designed to cater for children ages 0-12. Our venues are packed full of variety and innovation to ensure no two trips are the same. Our play areas for toddlers and pre-school are designed to be stimulating and to inspire young minds. We have sensory zones and play equipment that create a calming and relaxing multi sensory environment.,https://gambado.com/newsletter/activities-for-children-with-autism-and-sen,,,,lag_map,0.625,wp,
397,Watford -Playskill,,training events and outings. Contact Andrea Clarke for more details.,https://playskill.org,,,,lag_map,0.5,wc,
398,"Watford -Holland Support Group
 The Red House, 
Croxley Green, 
WD3 3DX",WD3 3DX,Croxley Green,https://facebook.com/Holland-Group-Page-1412805879038670,,,https://facebook.com/Holland-Group-Page-1412805879038670,lag_map,0.625,wp,
399,Watford -The Wheelchair Dance Sport Association,WD24 7RX,for those who would otherwise be excluded from dancing.,https://wdsauk.co.uk,,,,lag_map,0.625,wp,
400,Bushey & Watford Phab Club,WD24 4GY,Bushey & Watford Phab Club,https://phab.org.uk,,,,lag_map,0.625,wp,
401,Watford & District Mencap Society,WD3 1AN,enabling them to lead the life they want for themselves.,https://watfordmencap.org.uk,,,,lag_map,0.625,wp,
402,Watford- Families in Focus Parent Network support & information group,WD25 9JL,609 St Albans Road,https://familiesinfocus.co.uk,,,,lag_map,0.625,wp,
403,"Welwyn- 
Special Needs Information and Parenting Support(SNIPS)",,E-mail:jnkn@tiscali.co.uk,,,,,lag_map,0.375,nc,no_contact
404,Welwyn- Spectrum Girls,AL8 7SG,London,,,,,lag_map,0.5,np,no_contact
405,Wembley -Carers Advice Clinic,HA0 4UZ,116 Chaplin Road,,,,,lag_map,0.5,np,no_contact
406,"Westminster- 
Autism Carers Support Group 
(Carers Network)",W11 2RW,Are you caring for a family member or close friend with an autism spectrum disorder?,,,,,lag_map,0.5,np,no_contact
407,"Westminster- 
Asperger's Syndrome Foundation Saturday Social Club",W1K 2PA,The social club will meet once a month on Saturday. Lunch is not provided (bring your own).,,,,,lag_map,0.5,np,no_contact
408,Westminster - Building Blocks Therapy and Activity Centre,NW8 6PL,which is an extra-curricular dance activity for children with SEN.,https://buildingblockstherapycentre.co.uk,,,,lag_map,0.625,wp,
409,Westminster- Carers Network coffee morning,W10 4JL,Last Tuesday of the month every two months,https://carers-network.org.uk/westminster-peer-support-groups-and-drop-ins,,,,lag_map,0.625,wp,
410,Westminster -Caxton Youth Organisation,,where they can come to make and meet their friends. We prioritise the inclusion of young people with physical and/ or learning disabilities who live in Westminster.,,,,,lag_map,0.375,nc,no_contact
411,"Westminster- 
In-Deep Children’s Music Therapy",,In-Deep offers group music therapy for children aged between 5-13 with special needs and disabilities. These music therapy sessions will take place on every 2nd Saturday morning of the month at In-Deep’s Grosvenor Hall Vincent Street venue in Victoria between 11am-12.30pm.,https://in-deep.org.uk/activitie/childrens-music-therapy,,,,lag_map,0.5,wc,
412,Westminster Parent Partnership Service,NW8 8LF,1st Floor,,,,,lag_map,0.5,np,no_contact
413,Westminster Parents Participation Group,W9 3NA,social care and education. We have parent representatives who help to represent the views of parent carers to service providers.,https://wppg.org.uk,,,,lag_map,0.625,wp,
414,Westminster Phab Club,,London,https://phab.org.uk,,,,lag_map,0.5,wc,
415,Westminster School Phab club,SW1P 3PF,days out and group holidays and usually meets once a week.,https://phab.org.uk,,,,lag_map,0.625,wp,
416,Westminster Society For People With Learning Disabilities,W9 3HL,London,,,,,lag_map,0.5,np,no_contact
417,Westminster Tresham Play Service - After School/Youth Club,NW8 8TW,have fun and gain new experiences and skills according to their EHC plan.,https://fisd.westminster.gov.uk/kb5/westminster/fis/service.page,,,,lag_map,0.625,wp,
418,"Weybridge childrens centre - 
sensory and tactile play
Rainbow Group",KT13 8DB,Churchfield Road,,,,,lag_map,0.5,np,no_contact
419,"Woolwich -Autistic Inclusive Meets
(AIM) Autistic Community Group 
for Adults, children and carers",SE18 6UZ,Autistic Inclusive Meets,,,,,lag_map,0.5,np,no_contact
420,Windsor Mencap,SL4 3RU,committed to promoting equality for people with special needs whilst helping our members make the most out of life.,https://windsormencap.org,,,,lag_map,0.625,wp,
421,Woking Phab Club,GU22 9LY,Woking Phab Club,https://phab.org.uk,,,,lag_map,0.625,wp,
422,accomplish,,our priority has been the fulfilment of the lives of everyone we support across England and Wales.,https://accomplish-group.co.uk/supported-living-london,,,,lag_map,0.5,wc,
423,Certitude,SW17 7BQ,London,https://certitude.london/what-we-do/supported-living,,,,lag_map,0.625,wp,
424,Choice Care Group,RG12 9DY,with a particular specialism in working with individuals who have highly complex needs or have a history of being a risk to themselves or others. A high proportion of the people we support are also on the autism spectrum.,https://choicecaregroup.com,,,,lag_map,0.625,wp,
425,Clearwater Care,CM16 6LP,London,https://clearwatercare.co.uk/london-supported-living-services,,,,lag_map,0.625,wp,
426,Consensus Support,CO4 9YQ,London,https://consensussupport.com/county/london,,,,lag_map,0.625,wp,
427,Hoffmann Foundation,HA7 3QD,We support our service users to develop new skills and further broaden their existing skills with the aim of preparing them to move into independent living in the future.,https://hoffmannfoundation.org.uk/supported-living,,,,lag_map,0.625,wp,
428,Kent Autistic Trust - Living Services,,within small homes for up to six people.,https://kentautistic.com/what-we-do/living-services,,,,lag_map,0.5,wc,
429,Kisharon,,admin – and are always armed with a smile and love nothing more than chatting and having fun with those they support. As well as assistance with daily tasks we offer life skills training including money handling and travel training.,https://kisharon.org.uk/our-services/support/adult-supported-living,,,,lag_map,0.5,wc,
430,Look Ahead,SW1P 3HQ,We deliver services to some of the most disadvantaged and marginalised people in our communities. Many have multiple and complex needs.,https://lookahead.org.uk/our-services/services-we-provide,,,,lag_map,0.625,wp,
431,mcch,ME16 9NT,London,https://mcch.org.uk/autism/index.aspx,,,,lag_map,0.625,wp,
432,Norwood,HA7 4HB,Norwood’s Supported Living service provides support for people with learning disabilities to live in their own homes. The support can be for just a few hours each week or 24 hours a day.,https://norwood.org.uk/Page/Supported-Living,,,,lag_map,0.625,wp,
433,Outward,E3 5BW,Services we offer include:,https://outward.org.uk/support.php,,,,lag_map,0.625,wp,
434,Priory Adult Care,UB8 2YF,London,https://prioryadultcare.co.uk/find-a-location/supporting-you-in-london-and-thames-valley,,,,lag_map,0.625,wp,
435,Sahara Care,IG11 8TA,London,https://saharacare.com/our-services,,,,lag_map,0.625,wp,
436,Salisbury Support 4 Autism,UB7 8ES,outreach and respite. A new Day Service is now open in West Drayton.,https://ss4autism.com,,,,lag_map,0.625,wp,
437,St Edwards Close NAS Residential Service,,to become more confident and independent and to live full lives in the community.,https://autism.org.uk/services/england/london/residential.aspx,,,,lag_map,0.5,wc,
438,Artsdepot Finchley,N12 0GA,5 Nether Street,https://artsdepot.co.uk/whats-on,,,,lag_map,0.625,wp,
439,Camden- Jewish Museum London,,London,https://jewishmuseum.org.uk/curious-explorers,,,,lag_map,0.5,wc,
440,Chelmsford Museum,,Chelmsford Museum have added a number of autism resources to their website including FAQs and a visual guide. https://www.chelmsford.gov.uk/leisure-theatres-and-museums/museums/chelmsford-museum/your-visit-to-chelmsford-museum/accessibility-at-chelmsford-museum/resources-for-visitors-with-learning-disabilities-or-an-autistic-spectrum-condition/,https://chelmsford.gov.uk/leisure-theatres-and-museums/museums/chelmsford-museum/your-visit-to-chelmsford-museum/accessibility-at-chelmsford-museum/resources-for-visitors-with-learning-disabilities-or-an-autistic-spectrum-condition,,,,lag_map,0.5,wc,
441,"Haringey
Jacksons Lane
Contemporary theatre and circus",N6 5AA,and a large-scale outreach programme for hard-to-reach communities.,https://jacksonslane.org.uk,,,,lag_map,0.625,wp,
442,"Haringey Shed
Inclusive theatre",N17 8DX,nurseries and community centres.,https://haringeyshed.org,,,,lag_map,0.625,wp,
443,Lewisham- Horniman Museum and Gardens,SE23 3PQ,Horniman Museum and Gardens,https://horniman.ac.uk/visit/disability-and-access,,,,lag_map,0.625,wp,
444,"Little Angel Theatre 
Islington",N1 2DN,sensory or communication needs or a learning disability.,https://littleangeltheatre.com/finding-us/access-needs,,,,lag_map,0.625,wp,
445,The Lion King Musical,,http://www.thelionking.co.uk/autismfriendly/,https://thelionking.co.uk/autismfriendly,,,,lag_map,0.5,wc,
446,London Transport Museum,,Date: Saturday 29 October 2016 and Saturday 8 April 2017,https://ltmuseum.co.uk/whats-on/events-calendar/family-activities,,,,lag_map,0.5,wc,
447,Lyttelton Theatre/ The National Theatre,SE1 9PX,London,https://nationaltheatre.org.uk/your-visit/access/relaxed-performances,,,,lag_map,0.625,wp,
448,Museum of London,EC2Y 5HN,arts and crafts and a sensory space. Explore our galleries exclusively from 08.30am (normal opening hours are 10am-6pm). Full programme information will be emailed to ticket holders in the week before the event.,https://museumoflondon.org.uk/museum-london/event-detail,,,,lag_map,0.625,wp,
449,Mousetrap Theatre Projects,,http://www.mousetrap.org.uk/index.php/special-educational-needs/relaxed-performances/current-relaxed-performance,https://mousetrap.org.uk/index.php/special-educational-needs/relaxed-performances/current-relaxed-performance,,,,lag_map,0.5,wc,
450,National Maritime Museum,,role-play and all of our senses to discover new objects from unknown lands and bring them back from our travels to create a museum display.,https://rmg.co.uk/plan-your-visit/schools/sessions/sensory-seas-send,,,,lag_map,0.5,wc,
451,Royal Academy of Arts,,https://www.royalacademy.org.uk/events/tag/sen,https://royalacademy.org.uk/events/tag/sen,,,,lag_map,0.5,wc,
452,The Royal National Theatre,,London,https://nationaltheatre.org.uk/your-visit/access/relaxed-performances,,,,lag_map,0.5,wc,
453,Sea Life London Aquarium,SE1 7PB,London,https://london-support.visitsealife.com/hc/en-us/categories/201540705-Disabled-Information,,,,lag_map,0.625,wp,
454,Southgate -Chicken Shed Theatre,N14 4PE,Southgate,https://chickenshed.org.uk,,,,lag_map,0.625,wp,
455,Science Museum,,http://www.sciencemuseum.org.uk/visitmuseum/plan_your_visit/events/other/early_birds_event,https://sciencemuseum.org.uk/visitmuseum/plan_your_visit/events/other/early_birds_event,,,,lag_map,0.5,wc,
456,St. Paul's Cathedral,,For Disabled Access Day Saturday 11th March 2017 St. Paul’s Cathedral had a whole day of events including for the first time an early relaxed opening for families with #autism from 8.30am for more details please see the website https://www.stpauls.co.uk/visits/visits/disabled-access-day-2019,https://stpauls.co.uk/visits/visits/disabled-access-day-2019,,,,lag_map,0.5,wc,
457,Theatre Royal Stratford East,E15 1BN,London,https://stratfordeast.com/whats-on/all-shows,,,,lag_map,0.625,wp,
458,Tower Bridge,,Autism friendly early opening. http://www.towerbridge.org.uk/news/2016/09/01/autism-friendly-early-opening/,https://towerbridge.org.uk/news/2016/09/01/autism-friendly-early-opening,,,,lag_map,0.5,wc,
459,Tower Hamlets- Ragged School Museum,E3 4RR,46-50 Copperfield Road,https://raggedschoolmuseum.org.uk,,,,lag_map,0.625,wp,
460,‎Tower Hamlets -V&A Museum of Childhood,E2 9PA,Cambridge Heath Road,https://vam.ac.uk/moc,,,,lag_map,0.625,wp,
461,Unicorn Theatre,SE1 2HZ,London,https://unicorntheatre.com/access-at-the-unicorn,,,,lag_map,0.625,wp,
462,Lambeth- The Old Vic Theatre,SE1 8NB,London,https://oldvictheatre.com/your-visit/access/open-performances,,,,lag_map,0.625,wp,
463,Sport -Archway Leisure Centre Swimming,N19 5DD,MacDonald Road,,,,,lag_map,0.5,np,no_contact
464,"Sport -Barking Beavers Swimming
Abbey Sports Centre,",IG11 7LX,Barking Beavers,,,,,lag_map,0.5,np,no_contact
465,"Sport -Barnet 
Swimming 
Copthall Leisure Centre",NW4 1PX,London,https://better.org.uk/leisure-centre/london/barnet/barnet-copthall-leisure-centre/timetable,,,,lag_map,0.625,wp,
466,"Sport-Swimming
Barnet, Potters Bar.
Furzefield Leisure Centre",EN6 3BW,multiple sclerosis and muscular dystophy.,https://barracudasc.co.uk,,,,lag_map,0.625,wp,
467,"Unitas, Barnet Youth Zone",HA8 0DT,76 Montrose Ave,,,,,lag_map,0.5,np,no_contact
468,"Barnet- Trampolining for All 
Queen Elizabeth's Girls' School",EN5 5RR,Tel: 020 8343 9776 or 07701 014175.,,,,,lag_map,0.5,np,no_contact
469,Cycling -Battersea Park (London Recumbents),,kids and grannies. Inclusion guaranteed!,https://cyclingforall.org/cycling-sessions/view/london-recumbents-battersea-park,,,,lag_map,0.5,wc,
470,Sport -The Spa at Beckenham,BR3 4PF,Beckenham Leisure Centre24 Beckenham Road,,,,,lag_map,0.5,np,no_contact
471,Sport -Becontree Heath Leisure Centre,RM10 7AY,carers or siblings are welcome to join in the session if there is room in the pool. There is full disabled access at the venue.,,,,,lag_map,0.5,np,no_contact
472,Sport- Swimming Bexley Beavers,DA7 4HH,Bexleyheath between 6:00 PM and 7:30PM.,https://bexleybeavers.org.uk,,,,lag_map,0.625,wp,
473,Sport -Borehamwood Otters Swimming Club,WD6 1JY,disabled changing and toilet facilities and good site access.,,,,,lag_map,0.5,np,no_contact
474,"Sport -Borehamwood Trampolining
MegaJump",WD6 1QQ,,https://megajump.co.uk,,,,lag_map,0.5,wp,
475,"Sport -Brent Cross
Flip Out SEN Trampolining",NW2 6LW,socks are included.,https://rollerdigital.com/flipoutbrentcross/sessions/sen-sessions,,,,lag_map,0.625,wp,
476,"Sport - Brent Swimming 
Willesden Sportability Club",NW10 3QX,physical and visual disabilities.,,,,,lag_map,0.5,np,no_contact
477,"Sport - Brent 
Willesden Sports Centre",NW2 3NF,Club Brent,https://disabilitysportscoach.co.uk/community-clubs/club-brent,,,,lag_map,0.625,wp,
478,"Sport -Camberwell
Trampolining.
 Cambridge House School .",SE5 0HF,1 Addington Square,,,,,lag_map,0.5,np,no_contact
479,"Sport -Camberwell
 Swimming.
Cambridge House School.",SE5 0HF,1 Addington Square,,,,,lag_map,0.5,np,no_contact
480,"Sport- Camden 
Coram's Fields Football Pitch",WC1N 1DN,Free inclusive football session which is being run by Arsenal Football club and Coram’s Field.,,,,,lag_map,0.5,np,no_contact
481,"Sport -Camden
 Trampolining and Multi Sports
Talacre Community Sports Centre",,Monday Night Club,,,,,lag_map,0.375,nc,no_contact
482,"Sport -Camden 
YMCA Hub Club",WC1B 3NQ,YMCA Hub Club,,,,,lag_map,0.5,np,no_contact
483,"Sport -Camden
Kentish Town Sport centre. 
Fleetwell Disabled Swimming Club.",NW5 3DU,Voluntary family Club that aims to cater for all disabilites and ages and was started in 1982. Uses the halliwick method to promote water confidence,,,,,lag_map,0.5,np,no_contact
484,Sport -Chafford Sports Complex Swimming,RM13 9XB,Chafford Sports Complex,,,,,lag_map,0.5,np,no_contact
485,"Sport- Chelmsford 
Riverside Ice & Leisure Centre Disabled Swimming Club",,Disabled Swimming Club,https://chelmsford.gov.uk/disability-clubs-riverside-ice-and-leisure-centre,,,,lag_map,0.5,wc,
486,"Sport- 
Chelmsford,
Essex, 
Springfield Gymnastics Club",CM1 7HR,Offers gymnastic sessions for children with special needs. Meets during the school holidays (closed from December 20th - January 10th),,,,,lag_map,0.5,np,no_contact
487,"Sport -Cheshunt
The Laura Trott(Grundy Park) Leisure Centre",EN8 9AJ,Multi sport sessions are run on Saturdays between 11.30am - 12.30pm.,,,,,lag_map,0.5,np,no_contact
488,Sport -Chiswick Trampolining,W4 3UN,Sessions are run at Chiswick Sports Hall Wednesdays between 4 - 6.15pm and cost £5.50.,https://parasport.org.uk/find-a-club/detail/ace-of-clubs-trampolining,,,,lag_map,0.625,wp,
489,"Sport -City/ Barbican 
Golden Lane Sport & Fitness",EC1Y 0SH,London,https://weswim.club/barbican,,,,lag_map,0.625,wp,
490,"Sport -Clerkenwell
Swimming and Fitness 
Golden Lane Sports",EC1Y 0SH,disabled changing rooms and toilets.,https://search3.openobjects.com/kb5/cityoflondon/fyi/service.page,,,,lag_map,0.625,wp,
491,Sport -Clissold Leisure Centre,N16 9EX,Centre runs a number of disabled specific sessions including wheelchair basketball on Mondays 16.00-18.00pm and disability swimming sessions on Tuesday 17.00-19.00pm for juniors (under 16s) and over 16s 18:00 -19:00pm,,,,,lag_map,0.5,np,no_contact
492,Sport- Crouch End WeSwim,N8 8JN,London,https://weswim.club/weswim-crouch-end,,,,lag_map,0.625,wp,
493,"Croydon University Hospital,
Hydrotherapy Pool
Swimming Lessons.",CR7 7HF,We are excited to welcome swimmers with a disability and special educational needs to Great Waves Swimming Academy.,https://greatwaves.co.uk/disability-swimming,,,,lag_map,0.625,wp,
494,"Sport -Croydon 
Swimming.
Purley Enterprise Swimming Club",CR8 2AA,or their age” A secondary object is “To enhance the above by the provision of appropriate social activities.”,https://enterprise-club.org.uk/index.html,,,,lag_map,0.625,wp,
495,"Sport -South Croydon
St Giles School
Swimming Lessons",CR2 6DF,We are excited to welcome swimmers with a disability and special educational needs to Great Waves Swimming Academy.,https://greatwaves.co.uk/disability-swimming,,,,lag_map,0.625,wp,
496,"Sport - South Croydon 
Keston Primary School
Coulsdon
Swimming Lessons",CR5 1HP,Great Waves Swimming Academy.,https://greatwaves.co.uk/disability-swimming,,,,lag_map,0.625,wp,
497,Cycling -Croydon Sports Arena,SE25 4QL,London,https://wheelsforwellbeing.org.uk,,,,lag_map,0.625,wp,
498,Cycling -Dagenham,RM8 2JR,London,https://cyclingforall.org,,,,lag_map,0.625,wp,
499,Sport -Dormers Wells Leisure Centre,UB1 3HX,Dormers Well Lane,,,,,lag_map,0.5,np,no_contact
500,Cycling -Dulwich Herne Hill,SE24 9HE,Herne Hill Velodrome 104 Burbage Road,https://wheelsforwellbeing.org.uk/inclusive-cycling,,,,lag_map,0.625,wp,
501,Sport -Dulwich Leisure Centre,,not on winning and so it doesn’t matter what standard you are currently at with your swimming.,,,,,lag_map,0.375,nc,no_contact
502,Cycling -Dulwich Park,,either a bank card or driving license is fine.,https://cyclingforall.org/cycling-sessions,,,,lag_map,0.5,wc,
503,"Sport - West Dulwich
Aspire Well Being Centre Gym",SE21 8EH,Are you looking for a gym for adults with sensory and physical impairments– or long term health conditions? The Aspire Wellbeing Health Gym might be just what you are looking for.,https://aspirewellbeing.org/our-facilities/health-gym,,,,lag_map,0.625,wp,
504,Sport -Eltham Stingrays Swimming Club,SE28 8RE,Eltham Stingrays Swimming Club,,,,,lag_map,0.5,np,no_contact
505,"Sport -Eltham
Lion Swimming Club",SE9 1HA,London,,,,,lag_map,0.5,np,no_contact
506,Sport -Eltham Leisure Centre,SE9 1HA,2 Archery Road,,,,,lag_map,0.5,np,no_contact
507,Cycling -Emirates Stadium,,Pedal power is the cycling club for anyone who doesn’t have access to cycling. We meet rain or shine so please check the weather before coming to make sure you are dressed properly to enjoy yourself to the fullest.Please wear suitable footwear. Helmets are necessary and provided for those who don’t have their own. Carers and support workers are encouraged to join in. Our trainers are qualified National Standards cycle trainers.,https://pedalpowercc.org,,,,lag_map,0.5,wc,
508,"Sport -Enfield/Southgate Swimming
Halliwick Penguins club",,friendly environment for swimmers with disabilities to learn and practice swimming,,,,,lag_map,0.375,nc,no_contact
509,Cycling -Enfield Bush Hill Park,EN1 3XQ,Enfield,https://cyclingforall.org/cycling-sessions,,,,lag_map,0.625,wp,
510,Sport -Enfield NAS Youth Club,N14 6BS,http://www.enfieldnas.org.uk/,https://enfieldnas.org.uk,,,,lag_map,0.625,wp,
511,"Sport -Enfield Albany Leisure Centre
Gateway seekers swimming club",EN3 5XH,Gateway seekers swimming club,,,,,lag_map,0.5,np,no_contact
512,"Sport -Epping 
Swimming
All Ability Sports",,E-mail: helen@allabilitysportsandleisure.co.uk,https://allabilitysportsandleisure.co.uk,,,,lag_map,0.5,wc,
513,"Sport- Epping 
Disability Inclusion Project",CM16 4LU,Forest Fun days and Multi Sports Camps.,https://eppingforestdc.gov.uk/out-and-about/our-activities/community-health-and-wellbeing/inclusion-project,,,,lag_map,0.625,wp,
514,"Sport -Epping
All Ability Sports",,E-mail: helen@allabilitysportsandleisure.co.uk,https://allabilitysportsandleisure.co.uk,,,,lag_map,0.5,wc,
515,Cycling - Epsom,,at Epsom and Woking. The welcome both children and adults with a range of disabilities and difficulties and offer a wide selection of adapted bikes to choose from.,https://cyclinguk.org/cycle-centre/surrey-wheels,,,,lag_map,0.5,wc,
516,"Sport -Epsom
 Swimming
Rainbow Leisure Centre",KT17 1BN,Epsom and Ewell Puffins Sports Club for Disabled,https://dotcomunity.org.uk/show_listing.php,,,,lag_map,0.625,wp,
517,"Sport -Epsom
Swimming Lessons
Warren Mead Junior School",SM7 1EJ,We are excited to welcome swimmers with a disability and special educational needs to Great Waves Swimming Academy.,https://greatwaves.co.uk/disability-swimming,,,,lag_map,0.625,wp,
518,"Sports - Essex 
Swimming
Impulse Leisure",RM16 2JU,Blackshots Lane,,,,,lag_map,0.5,np,no_contact
519,"Sport -Swimming.
Essex,
Leigh on Sea",,Swimming club for children and adults with disabilities and their families.,https://sealsswimclub.co.uk/sealsswimclub/Home.html,,,,lag_map,0.5,wc,
520,Cycling -Finsbury Park,,12 – 4pm (alternate Saturdays),https://pedalpowercc.org,,,,lag_map,0.5,wc,
521,"Sport -Fulham FC Active for Autism.
Saint Joseph's Catholic Nursery School",,St Joseph’s School,https://wandsworth.childrensservicedirectory.org.uk/kb5/wandsworth/fsd/service.page,,,,lag_map,0.5,wc,
522,Sport -Goresbrook Leisure Centre,RM9 6XW,Ripple Road,,,,,lag_map,0.5,np,no_contact
523,Sport -Gravesham Disability Sportslink,DA12 4LG,Gravesham Borough Council and GCL with the following aspirations:,https://gcll.co.uk/disability-sportslink,,,,lag_map,0.625,wp,
524,"Sport -Greenford
Swimming
Gurnell Leisure Centre",W13 0AL,Ruislip Road East,,,,,lag_map,0.5,np,no_contact
